S1,S2
1.0,1.0
0.9791689181013835,1.0021062641475815
0.9963008805716209,1.0109038067997782
0.9913788341330744,0.9980590861079759
0.9934973178736847,1.0076305682505078
0.9768837883302793,0.9982669221531358
0.9638878550393922,0.9995117633925708
0.946327109923565,1.020382970494394
0.9312459508528111,1.0165220305032472
0.9361125761472742,1.015880312352753
0.9340251564307934,1.0275931253126829
0.9317275502744254,1.0224891597381698
0.9396796020461592,1.0236259747893
0.9478842807439872,1.0286850470605202
0.9357564146826242,1.0140951864413994
0.9521706809433481,0.9987820191920693
0.9484969960480982,0.9905279074008505
0.9261180687266103,0.9718183582321059
0.9214587132393959,0.9764807990560141
0.9366255850636803,0.9676657839826387
0.9244375181000625,0.9610434574783813
0.9350972073713829,0.9628288906361702
0.915495424577871,0.9503583929814567
0.9265555403489524,0.9404308001871781
0.9048445437816011,0.947517343266678
0.8977879208508498,0.9531381625962146
0.8857055452641102,0.9466678309301743
0.8882663315749174,0.9311109228252381
0.8931448445649199,0.9244346596608991
0.8768311845009845,0.9099682905566838
0.8615358103904405,0.9046860791756125
0.8926408184744767,0.924152050227172
0.8839107760397932,0.897677717311042
0.8861309669438311,0.9113518333327342
0.8746110583668147,0.9050918707224486
0.8595836201769573,0.908147837115957
0.871634318682955,0.9213254787070775
0.8614859652663545,0.9019141602578239
0.8494015127179924,0.8892617120260621
0.8465775148118607,0.8936394412899336
0.8443296649612756,0.8837750564840607
0.8459119557100448,0.9018872202439837
0.8463823007427732,0.8963721280457145
0.8385044755191217,0.8811924905842381
0.8499475168442191,0.8838122103244789
0.8419220400483032,0.8718495020778038
0.8388480115538329,0.8600997395666813
0.8529392911233057,0.8888337000160111
0.8593291037131132,0.8997915384707813
0.8719738430323251,0.9017893578979916
0.8706099811446785,0.906651540952271
0.8530000766195288,0.8934558240804581
0.8483608440713994,0.8923007193412342
0.8331919062965377,0.889168482169437
0.8267499178475157,0.8905740191412379
0.8370737790420724,0.8889526009680347
0.8361112815170973,0.883089725391038
0.8207568630886503,0.8744116179478487
0.8236440728504003,0.8868120747199846
0.8394706088624496,0.8946725452353321
0.8325831387547858,0.9006789159421464
0.8341312464053812,0.8971576937517368
0.8308919330299522,0.8930960783388088
0.8173094067851251,0.8875545485334821
0.8097289381904028,0.8932100948202133
0.7938661832118405,0.8778102883782309
0.8219316884812399,0.8928585516090936
0.8149472376225363,0.8931624623866201
0.8238626057699495,0.8897948753852153
0.8244357811854236,0.8921946263455065
0.8270033529754547,0.8985374941059885
0.8250454550282778,0.8927390226420571
0.7983384596914199,0.8876500471329751
0.8160306095924166,0.8969060081715143
0.846437942811442,0.8985475760688412
0.8326643334019842,0.8792564431162854
0.84458005037403,0.8612805121726391
0.8285688217889342,0.8567453809733856
0.856826890341508,0.8614418541549007
0.8649261790057698,0.8611092573945686
0.8692624551406136,0.8737519622525223
0.8397535394107322,0.856597258192688
0.8519548301341511,0.8644669391323708
0.8463823085814743,0.8672530542165191
0.8421699604151448,0.8685471610005897
0.8442808546322339,0.8600520903535389
0.8438284704267152,0.8609602134580876
0.8462302487973581,0.8601047656990394
0.8655734786205337,0.8584312099952942
0.8587776730869994,0.8647537167877414
0.8816308547734167,0.8766408253022968
0.889139197624272,0.8902400287040174
0.8792996744099234,0.8860993913641546
0.8736907701141438,0.8837823128639793
0.8784084859385307,0.8903926762400902
0.8857795201279756,0.8872205441815266
0.873874660139435,0.8818703980575335
0.8887514626200397,0.8861227436083715
0.9020222247584468,0.9028318572739044
0.8909780394523686,0.8812618891214343
0.8961353870524325,0.9001985686484343
0.886227847352649,0.8968455398571417
0.8828611832068505,0.8867165414170901
0.8922528459461805,0.8953258177812511
0.8844204165652076,0.8948497929735698
0.8992938403063194,0.9046196752039637
0.903243128527326,0.8936866178844695
0.8955491043239561,0.9039903396203955
0.8900629352040236,0.9046025673549161
0.8866525267478734,0.8906173473793327
0.8872370483767439,0.8898125881198632
0.8729555532830888,0.884024161814439
0.8538517891862143,0.8678387257308504
0.8406572796804921,0.8631661843653194
0.8571005450420632,0.8792614036017953
0.8749377897955226,0.8927905240346806
0.8681454996455692,0.9007394432083408
0.8785083687264271,0.9037750461095839
0.8702949905619745,0.9087147912950393
0.8789917093837892,0.9173585026242264
0.8878029725313451,0.9272930746618543
0.8801504997558081,0.9405724922583353
0.8798165254698235,0.9244093938963786
0.8844975994752633,0.9280484899517959
0.8569242881706318,0.912553381624626
0.8542335882835876,0.8821044740595413
0.8669248392611811,0.8906826314672899
0.8591288070155316,0.8951891414096379
0.8644322972316224,0.8919795616862068
0.8639903262567887,0.884217810459099
0.8654226383957656,0.8743830549519027
0.8691018642797864,0.8755128205044668
0.8818114495691455,0.8621488194469822
0.8969948463303451,0.8548374683917446
0.8895831002267046,0.8467732472795474
0.9147581465674581,0.8489006208836652
0.8830186030840803,0.8441448868981105
0.8974183419571043,0.8363591737922846
0.8949081355815127,0.8501833656691471
0.8813675444494005,0.8437421372587285
0.8810751665731176,0.8449399515189054
0.8663336992246634,0.8521672205427199
0.8535633791991313,0.8367442158287636
0.8761441519873981,0.8408047237994899
0.867454254661554,0.8345995277046462
0.8771085345283536,0.8321515945001671
0.8900545862447696,0.8340377600113182
0.8857173525531203,0.82453845104509
0.8883357226089386,0.8121815928427221
0.8882044089222187,0.8252754951067225
0.891014597780239,0.8261916571420855
0.8930774606272545,0.8247947210652871
0.9031203830037744,0.8132000559042951
0.915584952470701,0.8253233991139021
0.9361974209018687,0.8440037025201712
0.9433002027494307,0.8464353806414052
0.95690444422593,0.8548311111552094
0.953203272867734,0.857184633198863
0.9534765994648404,0.8702123324705128
0.9430824466409724,0.8809481455704085
0.9228533260975161,0.8870288424463818
0.937236994847721,0.8927161617995775
0.9286101905035015,0.8940115431304829
0.9217599051558686,0.8815180678195381
0.9049939330562418,0.8840351111209345
0.9051777914931425,0.8781217228518865
0.9100102330707749,0.8864479323882233
0.9090811389782028,0.8980160818927243
0.9288922719459093,0.8817225126030854
0.9356618514537862,0.8871543571023014
0.9240187396340896,0.8775181541537205
0.9169400224878396,0.8825652104706393
0.8996011142482735,0.8801315730106921
0.9095493372111619,0.8764351401945343
0.9213859301283684,0.8978541292081537
0.9475559267958751,0.9010501914789724
0.958920705611256,0.9021206176976457
0.9485548766867603,0.9053819109807831
0.957440327073209,0.928941555294385
0.9833968030360788,0.9315787474886958
0.9733036302337738,0.926597010933266
0.9662610730723019,0.9215834730793273
0.9558999060277854,0.941324157470243
0.9552349652531137,0.9474938926598171
0.9779159939216426,0.9637380819403176
0.9760454375179394,0.9702078733031084
0.9501916749632519,0.9793387628755178
0.9369538178531533,0.9925507723086556
0.926287767161263,0.9931945490671328
0.9237851677421681,0.9735288439213322
0.9441216986095221,0.9896077873748556
0.9436144001949234,0.9790392876610122
0.9558637991508651,0.9911401017320601
0.9538716750388043,1.0066638039944638
0.957163843494878,1.0047382584150095
0.950814983102736,0.9982894868065054
0.9559495479590592,1.0155360798395854
0.9558254553967991,1.0003031428493432
0.9473033205290593,1.009330851993036
0.953669699907085,0.9981113725323011
0.9565965806549234,0.9878234588153166
0.9453797439786141,0.9796546158057778
0.9490593361885581,0.9810704169737052
0.9554002830911924,0.9853515633966867
0.9738527088766659,0.9692934487337667
0.9721170327563106,0.9780140026911652
0.9478918214677639,0.978346709303702
0.9316765630354344,0.9718775730639787
0.9239219492467174,0.9651994258647462
0.9483318451263195,0.9472372391203547
0.9598855421229622,0.9555038873258613
0.9833882302718437,0.9689747631291864
0.9773768750405396,0.9906746633752421
0.9534075662526577,0.9988310309723882
0.9606412480080054,1.008475462248051
0.9367223407592907,1.0105938712800941
0.9487870285143714,1.0122629744005784
0.958094549649876,0.9994345163181227
0.9529651025699032,1.0043212152410332
0.9835901671435052,1.0270937021214732
0.9956077470255452,1.0331424353251173
1.0143071107035064,1.039165255106977
0.9973599850417711,1.0548396495941557
1.033730644053385,1.0346107249147611
1.038843980711302,1.029381076851285
1.0271653045290776,1.0385111354961643
1.0329465955993165,1.036274616051219
1.0309415620875146,1.033770116751138
1.0236179859282681,1.0486384037200691
1.0538859698415437,1.086002685168961
1.0556163662821887,1.0903512898560275
1.064580061917337,1.1103208530805766
1.0760481039646395,1.1040433018672198
1.091004666036656,1.1092563660594137
1.0861256584239491,1.1094796101032491
1.0917359193495446,1.114472708090739
1.100371009216976,1.1169056804841957
1.0831474968329655,1.0941247113099781
1.0797500476954742,1.1018684591623815
1.058189295577767,1.0957208027098106
1.0260008026848824,1.0957941611109938
1.0281207918191904,1.0904236994182401
1.0451543295433967,1.0848475846084242
1.0507071267133532,1.0941780617111807
1.0667199995416625,1.0985322246371667
1.06966066420426,1.1122007223981247
1.1047068328295178,1.1103496428657278
1.117665029889442,1.1161755929936084
1.1225096298203088,1.1040788729766242
1.1058503042556342,1.109908872004475
1.0935519327251408,1.1196108304175196
1.1060023432357187,1.1032011364883036
1.0902025982357069,1.097753655476363
1.081416717465582,1.0889727453312972
1.0955954698578614,1.0884051267059587
1.088915876810423,1.099163774950524
1.097983046402517,1.0975094946912967
1.1136827588062232,1.1207284788173888
1.1463416361244534,1.1232960411733919
1.14099763575265,1.14147917096254
1.1522671442636692,1.1514295888855668
1.1322576744508563,1.1375593359543745
1.1547587900648122,1.152307849400556
1.1252696941114684,1.1552305479752423
1.1205488849221121,1.1613077949181256
1.1097312979638898,1.1482933702592621
1.1040066938374025,1.1395979616759337
1.0887525032706367,1.1216848408192073
1.0862093730564215,1.1043581151020208
1.086802076527778,1.0968623979254781
1.0914448111774446,1.0943975797513623
